outer,inner,epoch,rmse_typ,omega_1,omega_2,rho,sigma_1,sigma_2,LL
1,4,225,0.11996437,0.33625123,0.19762383,0.84612846,0.030750273,0.09731621,-174.98717
1,4,250,0.12780207,0.3274016,0.1797786,0.81851107,0.029599976,0.10107262,-207.0296
1,4,275,0.122118965,0.30928797,0.17894307,0.794676,0.028311044,0.098085985,-202.1938
1,4,300,0.11750675,0.30839178,0.16790451,0.76413244,0.027910013,0.09748406,-214.15553
1,4,325,0.11951139,0.2981888,0.16224708,0.74531376,0.02791952,0.102228634,-214.01364
1,4,350,0.121917196,0.28447628,0.16829708,0.753142,0.027492236,0.09714672,-214.43463
1,4,375,0.117016375,0.2956519,0.15629156,0.7420329,0.02746127,0.098484255,-212.46118
1,4,400,0.12552425,0.29856688,0.1472854,0.7483034,0.027494209,0.09995344,-215.52959
1,4,425,0.122883864,0.29205304,0.1460827,0.79837275,0.02807995,0.1105195,-202.81279
1,4,450,0.13392894,0.28825048,0.1430843,0.81283015,0.028306525,0.11361018,-209.24776
1,4,475,0.11837758,0.285733,0.13360539,0.83574885,0.028729985,0.10765433,-213.54097
1,4,500,0.11614925,0.28778955,0.13323161,0.8356472,0.027730657,0.10582448,-213.83568
1,4,525,0.11895298,0.28824547,0.13465671,0.79391956,0.02758339,0.105561174,-215.69116
1,4,550,0.114713185,0.2870064,0.13433793,0.736243,0.027499774,0.101623066,-214.29619
1,4,575,0.12642854,0.28575745,0.14660986,0.70504844,0.02778863,0.09777588,-214.85118
1,4,600,0.114814095,0.28677985,0.14864871,0.7183807,0.027575968,0.103822365,-214.16705
1,4,625,0.117394134,0.28316796,0.14130993,0.7569647,0.027692508,0.10859907,-206.40518
1,4,650,0.11763666,0.2866925,0.13433002,0.7906685,0.02781831,0.1027977,-213.5911
1,4,675,0.13031505,0.29311532,0.13642357,0.7649252,0.027648676,0.10603593,-208.99901
1,4,700,0.1213171,0.2861999,0.14361201,0.74086344,0.027732976,0.10492767,-215.06708
1,4,725,0.12406475,0.29263878,0.15380992,0.77493095,0.027353402,0.10467186,-199.98933
1,4,750,0.115836315,0.284214,0.14444685,0.77549356,0.02769877,0.10340246,-212.20557
1,4,775,0.12826343,0.28577888,0.15068485,0.8035723,0.028076356,0.10149458,-211.28578
1,4,800,0.13021645,0.29473987,0.15030068,0.71275175,0.02764659,0.09699938,-213.86964
1,4,825,0.11532902,0.2873543,0.154537,0.69764173,0.027381124,0.09526663,-216.39044
1,4,850,0.1316217,0.29165924,0.15160559,0.7734627,0.027484465,0.10213392,-211.61435
1,4,875,0.11857825,0.29176423,0.14528994,0.80644405,0.027389824,0.102663346,-213.31631
1,4,900,0.12223289,0.2926167,0.13876328,0.83219796,0.027337048,0.10673484,-213.11232
1,4,925,0.11804039,0.28515685,0.14152901,0.7550652,0.027638124,0.105641514,-206.59691
1,4,950,0.12619534,0.28317714,0.15031269,0.7478608,0.027454428,0.09804286,-213.64249
1,4,975,0.12697819,0.2922144,0.1439423,0.7784331,0.027884046,0.10446011,-216.23439
1,4,1000,0.12286541,0.29075038,0.15085484,0.7938055,0.027516592,0.102176435,-213.1467
1,5,0,0.38786748,0.09740479,0.113086306,-0.0014630695,0.10336709,0.104058415,2555.1108
1,5,25,0.19938122,0.29536432,0.28834546,-0.15954652,0.18230273,0.29837218,-2.2500432
1,5,50,0.19928883,0.2608155,0.22656757,-0.24950652,0.14491867,0.15478171,-75.52783
1,5,75,0.20986763,0.25332078,0.20805407,0.060214423,0.10294065,0.08763244,-122.50487
1,5,100,0.2133037,0.28956226,0.19705439,0.5931566,0.07322828,0.066848636,-158.07173
1,5,125,0.20770125,0.34113628,0.21250202,0.8204,0.05229112,0.05846227,-186.33446
1,5,150,0.18754058,0.3754186,0.21985465,0.8878752,0.04057485,0.06360283,-198.41669
1,5,175,0.19958659,0.38040084,0.21715997,0.88508457,0.034916107,0.07404437,-199.4593
1,5,200,0.19312097,0.3801758,0.2008865,0.9042167,0.032150473,0.08236309,-204.0752
1,5,225,0.17281309,0.37690687,0.18051374,0.888477,0.030628193,0.07867303,-207.84367
1,5,250,0.16833282,0.35778502,0.1750601,0.8800835,0.030183792,0.08370485,-209.25317
