fold,replicate,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
1,5,50,0.10400664,0.21026331,0.14255725,0.45959404,0.14476602,-611.86145
1,5,75,0.102467805,0.15941077,0.09830491,0.72731733,0.10126784,-654.0429
1,5,100,0.13432314,0.269849,0.27815047,0.8313793,0.087797225,-454.96393
1,5,125,0.22603542,0.6022956,0.31142846,0.61833346,0.124122106,-148.22961
1,5,150,0.24849759,0.6295122,0.20484601,0.68515897,0.27336574,-326.77658
1,5,175,0.24851687,0.63162166,0.16285634,0.6899568,0.25229517,-330.8719
1,5,200,0.24541314,0.6335892,0.14314051,0.6912218,0.23621747,-336.13068
1,5,225,0.22775227,0.6311488,0.12183999,0.6905359,0.23160706,-361.2142
1,5,250,0.2255006,0.6263266,0.09016035,0.68904173,0.2174302,-367.6693
1,5,275,0.22459263,0.6236054,0.07023064,0.6881887,0.21639706,-370.7891
1,5,300,0.22380275,0.607984,0.05850983,0.6840642,0.2166696,-372.31
1,5,325,0.22634068,0.6318878,0.097396135,0.69499993,0.21755268,-366.2391
1,5,350,0.22680154,0.6418654,0.08711106,0.699624,0.2224394,-367.4065
1,5,375,0.22140016,0.6405106,0.069175296,0.6994922,0.2136525,-376.3196
1,5,400,0.22059694,0.6381442,0.058212735,0.6994666,0.2118725,-356.69006
1,5,425,0.21988253,0.6432041,0.050045114,0.7015817,0.21126662,-380.40332
1,5,450,0.21938287,0.64132214,0.043796767,0.7014916,0.21031953,-381.24863
1,5,475,0.21917155,0.6379095,0.039196376,0.7011421,0.20990485,-382.16742
1,5,500,0.2191646,0.6331008,0.03578695,0.70065045,0.20975012,-382.36646
1,5,525,0.21916974,0.63223815,0.03288854,0.70056725,0.209655,-382.66592
1,5,550,0.21909443,0.63059825,0.030610966,0.7007296,0.20962746,-382.46252
1,5,575,0.21907924,0.62978494,0.028737513,0.7007351,0.2095856,-382.65366
1,5,600,0.21908519,0.6351667,0.026940731,0.7017615,0.20973165,-382.51492
1,5,625,0.21908082,0.5916596,0.025176752,0.69575846,0.20981507,-382.52673
1,5,650,0.2191149,0.56854755,0.037261892,0.6926303,0.20965289,-382.12302
1,5,675,0.21906114,0.55019593,0.040511087,0.69042027,0.20962755,-382.04178
1,5,700,0.2189858,0.5455253,0.089687906,0.6897676,0.21006119,-381.48434
1,5,725,0.2190511,0.5428339,0.08135586,0.68892944,0.21034186,-380.69064
1,5,750,0.21891102,0.5423569,0.058535915,0.68875146,0.20989142,-381.64365
1,5,775,0.21892568,0.5402035,0.047595043,0.6883516,0.2101782,-382.8142
1,5,800,0.21888743,0.53980136,0.041352708,0.68827736,0.20996873,-380.4064
1,5,825,0.21884668,0.55130947,0.037236165,0.69166756,0.20957816,-382.52155
1,5,850,0.21888173,0.5509308,0.033333816,0.6919515,0.20943391,-382.88773
1,5,875,0.21884125,0.55042666,0.030409427,0.69191504,0.2094198,-382.75583
1,5,900,0.21878165,0.5503897,0.028230967,0.6919123,0.20949009,-382.96375
1,5,925,0.21872178,0.5503869,0.026522202,0.69191223,0.20945819,-383.00253
1,5,950,0.21871781,0.5503867,0.025013646,0.69191223,0.20936875,-381.34192
1,5,975,0.21874185,0.5304816,0.023600617,0.6882714,0.20941593,-383.61575
1,5,1000,0.21858223,0.52564317,0.022351721,0.68744826,0.20943576,-382.2337
1,5,1025,0.21851406,0.5239269,0.02129045,0.68730724,0.20899042,-382.45276
1,5,1050,0.21847698,0.52380145,0.020442978,0.68729687,0.20924585,-383.36673
