fold,replicate,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
1,2,1350,0.06233259,0.24864289,0.13639593,0.27010062,0.02555413,-930.78687
1,2,1375,0.06283791,0.2348333,0.13984416,0.23501426,0.025995484,-908.6162
1,2,1400,0.06401147,0.17486058,0.14771041,0.2768469,0.025934154,-937.3056
1,2,1425,0.062308095,0.2151816,0.12994221,0.2571663,0.025390621,-943.45544
1,2,1450,0.06235371,0.22031644,0.12886788,0.2471606,0.025409449,-944.6797
1,2,1475,0.062256254,0.21877372,0.12905952,0.22756104,0.025442455,-943.9167
1,2,1500,0.06221984,0.21723926,0.12833202,0.24467933,0.025389226,-943.85596
1,2,1525,0.06242815,0.21832238,0.12776032,0.23604484,0.025370631,-945.6175
1,2,1550,0.062454738,0.2181749,0.12772968,0.2390353,0.0254521,-943.73627
1,2,1575,0.06232586,0.21751255,0.1276209,0.2509304,0.025437225,-943.50494
1,2,1600,0.06223457,0.21735069,0.12641937,0.2266072,0.025389459,-944.1424
1,2,1625,0.06229226,0.21871279,0.12886243,0.23417246,0.02543025,-944.28766
1,2,1650,0.06224387,0.21872719,0.12785715,0.22840847,0.02538016,-943.873
1,2,1675,0.062410977,0.21888995,0.1280901,0.23050956,0.025383648,-944.29333
1,2,1700,0.06225477,0.21781498,0.1287414,0.23214193,0.025358079,-944.4283
1,2,1725,0.062342636,0.21875584,0.1281681,0.24123335,0.025462909,-943.86707
1,2,1750,0.062274616,0.21776621,0.12873238,0.23300467,0.025435248,-943.82837
1,2,1775,0.062253177,0.21828467,0.12776618,0.21927181,0.025356451,-944.12787
1,2,1800,0.06233622,0.21710734,0.12963235,0.23849036,0.025379464,-944.51544
1,2,1825,0.06239375,0.21929795,0.12755926,0.2332769,0.025439316,-944.17224
1,2,1850,0.06226808,0.2181539,0.12689292,0.22638458,0.025368307,-944.33765
1,2,1875,0.062378883,0.21754356,0.12697804,0.24401014,0.025361799,-944.54553
1,2,1900,0.06288399,0.2181161,0.1259431,0.23073797,0.025400383,-944.20374
1,2,1925,0.061971962,0.22135422,0.12712964,0.23233594,0.025467673,-942.7834
1,2,1950,0.062087215,0.21871951,0.12636288,0.22381419,0.025338786,-944.54926
1,2,1975,0.06267206,0.21686698,0.12674862,0.24682714,0.025440712,-943.76105
1,2,2000,0.06222027,0.21695401,0.12987374,0.25427115,0.025326582,-943.9106
1,3,0,0.2922749,0.19251634,0.21500015,-0.42913634,0.10436798,1376.3724
1,3,25,0.11020526,0.9314155,0.15458216,0.8723768,0.18182974,-498.75925
1,3,50,0.1032361,0.21891849,0.15751956,0.9953164,0.10869671,-662.5847
1,3,75,0.07692516,0.18564469,0.092788145,0.5432592,0.06620139,-778.7229
1,3,100,0.07268225,0.1439908,0.117240824,0.04123704,0.04535668,-853.346
1,3,125,0.07170772,0.1725185,0.11688328,0.1572127,0.035923004,-869.61664
1,3,150,0.06927829,0.17509773,0.12551138,-0.13627076,0.034995884,-877.56836
1,3,175,0.06907851,0.19313133,0.13057937,-0.05149709,0.03265631,-882.67
1,3,200,0.0685427,0.18927635,0.13610923,-0.024758622,0.03207024,-878.8916
1,3,225,0.068963945,0.19201715,0.13785551,-0.03200696,0.032298338,-880.9289
1,3,250,0.06915965,0.189728,0.13180195,-0.092754185,0.032239586,-880.9236
1,3,275,0.06901921,0.18857841,0.13336934,-0.08092289,0.03216132,-882.2677
1,3,300,0.065314196,0.1785866,0.13884166,-0.06203107,0.031846594,-887.2897
1,3,325,0.06806815,0.18881094,0.12880756,0.04759285,0.0315216,-884.44946
1,3,350,0.065619186,0.19121632,0.13438965,0.012290792,0.031627055,-890.3901
1,3,375,0.066335194,0.17696887,0.12391173,-0.10195903,0.031494226,-891.53033
1,3,400,0.06623288,0.18012252,0.1251772,-0.036098845,0.031503234,-891.1406
1,3,425,0.066002816,0.17755376,0.12867352,-0.08388501,0.031468812,-892.13184
1,3,450,0.06804678,0.18146391,0.12982461,-0.026925836,0.031548053,-888.14056
1,3,475,0.06743963,0.17673348,0.13672276,-0.12516382,0.03152472,-891.5962
1,3,500,0.066397876,0.17737319,0.13257106,-0.024419602,0.031507973,-892.8026
1,3,525,0.06686566,0.17996211,0.13443282,-0.10907777,0.0314144,-893.68146
1,3,550,0.066729754,0.1874859,0.13954182,0.024823202,0.031538002,-887.8602
1,3,575,0.06840959,0.17852098,0.14451832,-0.1216269,0.031694274,-889.6643
1,3,600,0.069140315,0.19991232,0.18005112,-0.17429823,0.033625714,-845.24915
1,3,625,0.066237114,0.118172824,0.199462,-0.15892392,0.034725223,-882.11505
1,3,650,0.06597259,0.18198772,0.16243607,-0.035995238,0.034043588,-868.842
1,3,675,0.066208474,0.19069123,0.14594606,-0.08218274,0.03108534,-891.26495
1,3,700,0.06713776,0.18765178,0.16379513,-0.09158945,0.032144237,-885.5104
1,3,725,0.06697614,0.17854722,0.15988484,-0.040566158,0.031623706,-892.8321
1,3,750,0.0667359,0.17792685,0.13748436,-0.06895137,0.031617932,-891.68256
1,3,775,0.06668235,0.17626898,0.15229037,-0.03101925,0.031476203,-892.0105
1,3,800,0.06620906,0.17746112,0.14826131,-0.049966704,0.031581204,-894.24426
1,3,825,0.06947987,0.16606377,0.1413988,-0.23080388,0.034013975,-879.4827
1,3,850,0.067585506,0.17949645,0.18025875,-0.45401806,0.034002915,-872.5377
1,3,875,0.07763704,0.19942245,0.2188083,-0.013095929,0.057488177,-765.8857
